real_name,cha049_20170511,cha049_20170512,cha049_20170513,cha049_20170514,cha049_20170515,cha049_20170516,cha049_20170517,cha049_20170518,cha049_20170519,cha049_20170520,cha049_20170521,cha049_20170522,cha049_20170523,cha049_20170524,cha049_20170525,cha049_20170526,cha049_20170527,cha049_20170528,cha049_20170529,cha049_20170530,cha049_20170531,cha049_20170601,cha049_20170602,cha049_20170603,cha049_20170604,cha049_20170605,cha049_20170606,cha049_20170607,cha049_20170608,cha049_20170609,cha049_20170610,cha049_20170611,cha049_20170612,cha049_20170613,cha049_20170614,cha049_20170615,cha049_20170616,cha049_20170617,cha049_20170618,cha049_20170619,cha049_20170620,cha049_20170621,cha049_20170622,cha049_20170623,cha049_20170624,cha049_20170625,cha049_20170626,cha049_20170627,cha049_20170628,cha049_20170629,cha049_20170630,cha049_20170701,cha049_20170702,cha049_20170703,cha049_20170704,cha049_20170705,cha049_20170706,cha049_20170707,cha049_20170708,cha049_20170709,cha049_20170710,cha049_20170711,cha049_20170712,cha049_20170713,cha049_20170714,cha049_20170715,cha049_20170716,cha049_20170717,cha049_20170718,cha049_20170719,cha049_20170720,cha049_20170721,cha049_20170722,cha049_20170723,cha049_20170724,cha049_20170725,cha049_20170726,cha049_20170727,cha049_20170728,cha049_20170729,cha049_20170730,cha049_20170731,cha049_20170801,cha049_20170802,cha049_20170803,cha049_20170804,cha049_20170805,cha049_20170806,cha049_20170807,cha049_20170808,cha049_20170809,cha049_20170810,cha049_20170811,cha049_20170812,cha049_20170813,cha049_20170814,cha049_20170815,cha049_20170816,cha049_20170817,cha049_20170818,cha049_20170819,cha049_20170820,cha049_20170821,cha049_20170822,cha049_20170823,cha049_20170824,cha049_20170825,cha049_20170826,cha049_20170827,cha049_20170828,cha049_20170829,cha049_20170830,cha049_20170831,cha049_20170901,cha049_20170902,cha049_20170903,cha049_20170904,cha049_20170905,cha049_20170906,cha049_20170907,cha049_20170908,cha049_20170909,cha049_20170910,cha049_20170911,cha049_20170912,cha049_20170913,cha049_20170914,obd_irr_paddy_20160531,obd_irr_paddy_20160630,obd_irr_paddy_20160731,obd_irr_paddy_20160831,obd_irr_paddy_20160930,obd_irr_paddy_20170531,obd_irr_paddy_20170630,obd_irr_paddy_20170731,obd_irr_paddy_20170831,obd_irr_paddy_20170930,obd_irr_paddy_20180531,obd_irr_paddy_20180630,obd_irr_paddy_20180731,obd_irr_paddy_20180831,obd_irr_paddy_20180930,obd_irr_paddy_20190531,obd_irr_paddy_20190630,obd_irr_paddy_20190731,obd_irr_paddy_20190831,obd_irr_paddy_20190930,obd_irr_paddy_20200531,obd_irr_paddy_20200630,obd_irr_paddy_20200731,obd_irr_paddy_20200831,obd_irr_paddy_20200930,obd_irr_paddy_20210531,obd_irr_paddy_20210630,obd_irr_paddy_20210731,obd_irr_paddy_20210831,obd_irr_paddy_20210930,obd_irr_paddy_20220531,obd_irr_paddy_20220630,obd_irr_paddy_20220731,obd_irr_paddy_20220831,obd_irr_paddy_20220930,obd_irr_paddy_20230531,obd_irr_paddy_20230630,obd_irr_paddy_20230731,obd_irr_paddy_20230831,obd_irr_paddy_20230930
0,0.07245,0.06444,0.06176,0.08351,0.1188,0.1413,0.1209,0.1308,0.1167,0.1108,0.1236,0.1084,0.1074,0.1049,0.09717,0.09717,0.1098,0.1069,0.1081,0.134,0.1211,0.1148,0.1115,0.1248,0.2,0.4817,0.3833,0.2563,0.1586,0.09427,0.1128,0.09559,0.08512,0.118,0.1272,0.1339,0.1607,0.1592,0.156,0.3234,0.3779,0.3948,0.4144,0.4295,0.4545,0.493,0.4808,0.4569,0.3758,0.376,0.427,0.8102,0.6502,0.4222,0.2572,0.1681,0.1019,0.1504,0.1235,0.1092,0.157,0.1761,0.1867,0.2238,0.2409,0.2474,0.4355,0.5165,0.5512,0.5773,0.598,0.6135,0.6166,0.6283,0.6261,0.624,0.6294,0.6236,0.633,0.6385,0.6419,0.6456,0.6629,0.6772,0.6518,0.6484,0.669,0.6846,0.6881,0.6767,0.6843,0.6874,0.6906,0.6924,0.6941,0.702,0.708,0.7114,0.7121,0.7071,0.7138,0.7161,0.7047,0.7015,0.7043,0.7071,0.7151,0.7175,0.7351,0.74,0.7606,0.7375,0.7357,0.743,0.728,0.7259,0.7249,0.5444,0.5656,0.558,0.543,0.5337,0.5059,1.119,0.9264,0.6381,0.4157,481.358,526.094,579.946,613.013,165.896,502.23,482.251,573.582,593.636,140.229,460.075,477.196,594.981,639.432,106.065,478.181,478.803,559.923,617.783,142.15,462.322,471.951,554.884,618.048,120.827,471.791,427.785,550.205,609.619,114.895,415.342,458.634,582.307,618.199,162.931,450.103,468.526,555.743,604.612,134.661
1,0.07232,0.06408,0.0613,0.08294,0.1188,0.1411,0.1208,0.1306,0.1162,0.1102,0.1228,0.1073,0.106,0.1031,0.09504,0.09516,0.1075,0.1042,0.1052,0.1307,0.1175,0.111,0.1078,0.1203,0.1967,0.4805,0.3803,0.2522,0.1532,0.08506,0.1073,0.08952,0.07906,0.1121,0.1212,0.1276,0.1542,0.1525,0.149,0.3161,0.3703,0.3871,0.4064,0.4215,0.4463,0.4843,0.4724,0.4488,0.3672,0.3676,0.4183,0.8037,0.6465,0.4286,0.2635,0.1729,0.1001,0.1604,0.1291,0.1133,0.1667,0.1864,0.1973,0.2344,0.2502,0.2555,0.4428,0.5228,0.5564,0.5813,0.6013,0.6153,0.6177,0.6286,0.626,0.6235,0.6279,0.6219,0.6313,0.6357,0.6389,0.642,0.6591,0.6735,0.6483,0.6443,0.6642,0.68,0.6831,0.6719,0.6793,0.6824,0.6852,0.6865,0.6882,0.6961,0.7021,0.7056,0.7061,0.7003,0.7072,0.7099,0.6983,0.6948,0.6978,0.7006,0.709,0.7109,0.7312,0.7361,0.7576,0.7342,0.7329,0.7402,0.7251,0.7226,0.7217,0.5432,0.5652,0.5588,0.5452,0.5355,0.5076,1.12,0.9277,0.6387,0.4174,481.316,527.078,580.18,613.034,166.001,502.187,482.414,573.719,593.724,139.971,460.039,479.981,595.036,639.644,105.874,478.144,478.259,560.213,617.963,142.101,462.287,473.002,555.035,618.221,120.919,471.75,428.911,550.473,609.75,114.926,419.709,459.014,582.55,618.396,162.818,450.073,469.982,556.057,604.457,134.659
2,0.08142,0.07317,0.07039,0.09261,0.1282,0.1505,0.1299,0.1393,0.1253,0.1185,0.1308,0.1153,0.1128,0.1097,0.1017,0.1018,0.1141,0.111,0.1121,0.1376,0.1112,0.1133,0.1127,0.1263,0.2331,0.5559,0.4452,0.2971,0.1811,0.107,0.1199,0.1019,0.08999,0.1236,0.1324,0.1381,0.1646,0.1626,0.159,0.3264,0.3807,0.3975,0.417,0.4315,0.4562,0.4942,0.4818,0.4584,0.3773,0.3776,0.4281,0.8143,0.6573,0.4397,0.2739,0.1843,0.1176,0.1685,0.1372,0.1163,0.168,0.1876,0.1978,0.2352,0.2508,0.2564,0.4439,0.524,0.5578,0.5826,0.6024,0.617,0.6195,0.6308,0.6275,0.6249,0.6302,0.6239,0.6335,0.6384,0.6413,0.6443,0.6617,0.6757,0.6504,0.6471,0.6675,0.6831,0.6857,0.6753,0.6822,0.6855,0.6885,0.6898,0.6924,0.6994,0.7058,0.7092,0.7098,0.7041,0.7109,0.7137,0.7022,0.6987,0.702,0.7046,0.7133,0.7149,0.7356,0.7404,0.7611,0.7377,0.7372,0.7444,0.729,0.7268,0.7262,0.5485,0.5696,0.5635,0.5501,0.5405,0.511,1.126,0.9333,0.6455,0.4242,479.724,511.261,578.681,611.732,165.565,492.589,465.837,572.459,592.516,139.865,458.674,460.873,593.838,637.843,105.66,476.732,462.715,558.785,616.356,141.877,457.662,449.348,553.747,617.083,120.706,470.2,410.107,549.023,608.576,114.715,376.847,456.878,581.282,616.452,162.604,448.912,451.37,554.767,603.343,134.509
3,0.07114,0.0633,0.05994,0.08157,0.117,0.1397,0.1197,0.1297,0.1162,0.1105,0.1236,0.1087,0.1077,0.1054,0.09814,0.09835,0.1109,0.1083,0.1097,0.1357,0.123,0.1168,0.1141,0.1272,0.199,0.4731,0.3762,0.2519,0.1573,0.09749,0.1153,0.09834,0.08608,0.1177,0.1236,0.1286,0.1546,0.153,0.15,0.3174,0.3723,0.3896,0.4098,0.4255,0.4507,0.4893,0.4781,0.4545,0.3736,0.3741,0.4257,0.8108,0.6547,0.4387,0.2743,0.1784,0.1178,0.1692,0.1382,0.1194,0.1705,0.186,0.1956,0.2324,0.2487,0.2547,0.4426,0.523,0.558,0.5829,0.6038,0.6189,0.6215,0.6331,0.6307,0.6283,0.6337,0.6278,0.6371,0.6427,0.6459,0.6493,0.6672,0.6812,0.6561,0.6527,0.6723,0.6885,0.6903,0.6762,0.6804,0.6811,0.6838,0.6854,0.6876,0.6959,0.7027,0.7069,0.7077,0.7026,0.7094,0.7126,0.7014,0.6982,0.7017,0.705,0.714,0.7162,0.7368,0.7429,0.7638,0.7408,0.7401,0.7474,0.732,0.7297,0.7277,0.5428,0.5629,0.5567,0.542,0.5336,0.5055,1.118,0.9279,0.6396,0.4183,481.788,529.348,580.741,614.126,166.495,502.666,484.202,574.191,594.373,140.13,460.442,480.918,595.434,640.509,105.763,478.562,481.21,560.926,619.139,141.97,462.677,474.713,555.48,619.391,121.301,472.208,430.64,551.174,610.9,114.788,418.282,460.142,583.239,618.41,163.269,450.416,472.022,556.965,604.73,134.832
4,0.07139,0.06295,0.05994,0.08161,0.1169,0.1393,0.119,0.1284,0.1143,0.1083,0.1206,0.1053,0.1036,0.1009,0.09274,0.09262,0.105,0.1016,0.1029,0.129,0.1162,0.1105,0.1082,0.1214,0.2189,0.5257,0.412,0.2702,0.1623,0.09309,0.1091,0.09248,0.07939,0.1136,0.1225,0.129,0.1558,0.1542,0.1511,0.3183,0.3732,0.3901,0.408,0.4216,0.446,0.4845,0.4724,0.4481,0.3654,0.3662,0.4181,0.8007,0.6407,0.4226,0.2511,0.1578,0.07436,0.145,0.1203,0.1067,0.1574,0.1778,0.1901,0.2265,0.2421,0.2491,0.4362,0.5173,0.5517,0.5774,0.599,0.6144,0.6168,0.6287,0.6262,0.6245,0.6276,0.6219,0.6303,0.6345,0.6377,0.6408,0.6594,0.6736,0.6489,0.645,0.665,0.679,0.6812,0.6709,0.6779,0.6808,0.6838,0.686,0.6889,0.6967,0.7033,0.7069,0.7057,0.6993,0.7059,0.7089,0.6966,0.6935,0.6964,0.7002,0.7089,0.7116,0.7324,0.7356,0.7556,0.7315,0.7308,0.7378,0.7226,0.7208,0.7208,0.5424,0.5654,0.5594,0.5438,0.5341,0.5027,1.113,0.9176,0.6241,0.4015,483.25,523.387,582.006,615.855,167.029,504.154,480.502,575.42,594.067,141.458,461.695,475.074,596.454,642.326,105.793,479.858,477.181,562.143,620.7,142.051,463.889,468.088,556.611,621.026,121.63,473.631,426.012,552.523,612.447,114.951,404.301,461.138,584.646,619.853,163.803,451.481,464.798,558.338,605.777,135.095
5,0.07573,0.06753,0.06506,0.08723,0.1228,0.1456,0.1251,0.135,0.1205,0.1146,0.1273,0.1116,0.1106,0.1076,0.09969,0.09967,0.1119,0.1089,0.1099,0.1354,0.1088,0.1109,0.1105,0.1241,0.2365,0.5575,0.4468,0.2981,0.1816,0.1056,0.1189,0.1006,0.08851,0.1217,0.1303,0.1362,0.1623,0.1601,0.1562,0.3235,0.3777,0.3944,0.4136,0.4283,0.453,0.4909,0.4793,0.4551,0.3736,0.3742,0.4247,0.8101,0.6536,0.4357,0.2704,0.1798,0.1113,0.1655,0.1343,0.118,0.1712,0.1905,0.2011,0.2385,0.2543,0.2601,0.4477,0.5277,0.561,0.5863,0.6065,0.6206,0.6232,0.634,0.6313,0.6285,0.6333,0.6267,0.6366,0.6416,0.6442,0.6476,0.6648,0.6785,0.653,0.6496,0.6701,0.6854,0.6885,0.6772,0.6844,0.6878,0.691,0.6923,0.6939,0.7016,0.7075,0.7113,0.711,0.7061,0.7123,0.7149,0.7036,0.7007,0.7031,0.7057,0.7143,0.717,0.7365,0.7422,0.7666,0.7436,0.7072,0.7387,0.7313,0.7293,0.7288,0.55,0.5715,0.5653,0.5515,0.5415,0.5162,1.13,0.9442,0.6547,0.4308,480.21,516.928,579.24,611.345,166.033,492.576,467.615,572.333,587.747,140.231,459.091,466.207,593.834,637.848,103.464,477.163,466.119,559.357,616.874,139.979,456.697,449.413,552.482,617.815,121.135,470.674,409.832,549.119,608.739,112.82,379.049,457.946,581.809,615.472,162.005,449.267,457.063,555.748,598.597,133.85
6,0.07664,0.06795,0.06533,0.08726,0.1233,0.1461,0.1258,0.1357,0.1217,0.1158,0.1288,0.1137,0.1127,0.1102,0.1026,0.1028,0.1156,0.1127,0.1142,0.1401,0.1008,0.1127,0.1147,0.1291,0.2416,0.5633,0.4524,0.3044,0.1886,0.1152,0.1266,0.1082,0.09667,0.1289,0.1372,0.1431,0.1694,0.1673,0.1635,0.3312,0.3854,0.4013,0.4208,0.4349,0.4601,0.4977,0.4856,0.4613,0.3797,0.3797,0.4308,0.8161,0.6577,0.4378,0.2729,0.1776,0.1184,0.169,0.138,0.1196,0.1705,0.1882,0.1992,0.236,0.2525,0.2582,0.4462,0.5267,0.5606,0.5854,0.606,0.621,0.6236,0.635,0.6325,0.6302,0.6352,0.6293,0.6389,0.6439,0.6473,0.6505,0.6682,0.6825,0.6573,0.6538,0.6738,0.6895,0.6932,0.6818,0.6897,0.6923,0.6955,0.6969,0.6991,0.7069,0.7127,0.7166,0.7169,0.7108,0.7172,0.7199,0.7081,0.7049,0.7076,0.71,0.718,0.7207,0.7407,0.7458,0.769,0.7458,0.7421,0.748,0.7326,0.7305,0.7299,0.5508,0.5691,0.5624,0.5477,0.5373,0.511,1.123,0.9331,0.6458,0.4239,481.328,517.705,580.404,614.532,166.737,488.919,468.671,573.936,592.658,141.577,460.048,466.858,594.971,640.317,105.328,478.154,464.283,560.62,619.489,141.77,452.965,447.094,554.978,620.192,121.469,467.79,405.515,550.863,611.543,114.655,377.337,459.228,583.188,618.224,163.796,450.081,457.028,556.96,604.619,134.973
7,0.0803,0.07179,0.06859,0.0904,0.1263,0.1489,0.1283,0.1384,0.1239,0.1179,0.1305,0.1152,0.1136,0.1108,0.1027,0.1028,0.1152,0.112,0.1128,0.1392,0.1122,0.114,0.1135,0.1271,0.2368,0.5558,0.4446,0.2967,0.1824,0.111,0.1237,0.1041,0.0922,0.1243,0.1322,0.1377,0.1639,0.1615,0.1579,0.3248,0.3785,0.3944,0.4138,0.428,0.4534,0.4914,0.4794,0.4542,0.3723,0.3723,0.424,0.8068,0.6498,0.4335,0.2714,0.1767,0.1173,0.1682,0.1372,0.1208,0.1727,0.1923,0.2031,0.2405,0.2564,0.262,0.4494,0.5296,0.5636,0.5879,0.6086,0.623,0.6253,0.6365,0.6331,0.6306,0.6353,0.629,0.6379,0.6437,0.6462,0.6493,0.6669,0.6805,0.6545,0.6506,0.6707,0.6859,0.6893,0.6777,0.6847,0.6876,0.6905,0.6921,0.6933,0.7011,0.7072,0.7109,0.7098,0.7042,0.7104,0.7116,0.7001,0.6962,0.6997,0.6989,0.7054,0.7075,0.7269,0.7326,0.7532,0.7296,0.7288,0.7355,0.7198,0.718,0.7168,0.5373,0.5603,0.5543,0.5411,0.5313,0.502,1.11,0.9167,0.6299,0.4097,485.399,519.057,584.391,620.743,168.324,496.046,472.469,577.988,602.03,141.798,463.529,467.9,598.072,646.409,107.198,481.762,467.362,564.25,625.118,144.03,459.235,452.566,559.548,625.555,122.471,475.534,412.068,555.077,617.179,116.79,381.952,463.061,586.488,624.949,165.498,453.037,458.319,560.666,611.843,136.582
8,0.07133,0.0627,0.05983,0.08117,0.1171,0.1396,0.1194,0.1298,0.1153,0.1094,0.1226,0.1068,0.1059,0.1029,0.09517,0.09531,0.1079,0.1052,0.1061,0.1324,0.1188,0.1125,0.1094,0.1223,0.2196,0.5178,0.4102,0.2727,0.1665,0.09913,0.115,0.09624,0.08524,0.1178,0.126,0.1321,0.1585,0.1563,0.1528,0.3193,0.3732,0.3893,0.4086,0.4233,0.4486,0.4876,0.4749,0.4505,0.3676,0.3675,0.4201,0.8016,0.6444,0.4292,0.2678,0.1744,0.116,0.1668,0.1356,0.1196,0.1714,0.1912,0.2014,0.239,0.2553,0.261,0.4456,0.5254,0.5596,0.5842,0.6045,0.6195,0.6186,0.6295,0.6248,0.6214,0.626,0.6192,0.629,0.6337,0.6369,0.6403,0.658,0.6726,0.6464,0.6428,0.6634,0.6789,0.6824,0.6712,0.6778,0.6816,0.6841,0.6857,0.688,0.6959,0.702,0.7058,0.7062,0.7006,0.7067,0.7095,0.6979,0.6944,0.6974,0.7002,0.7093,0.7114,0.7328,0.738,0.7613,0.7383,0.7369,0.7432,0.7276,0.7252,0.7243,0.5442,0.5673,0.5618,0.5488,0.5384,0.5096,1.116,0.9225,0.6363,0.4169,487.803,530.329,586.564,623.486,169.36,508.788,487.855,580.162,604.681,142.44,465.545,481.782,599.991,649.238,107.993,483.891,483.333,566.775,628.177,144.6,467.658,474.734,562.017,628.178,122.951,478.058,431.632,557.599,619.829,117.142,414.352,466.275,588.006,628.631,166.147,454.744,471.64,562.83,614.539,137.066
9,0.07707,0.07031,0.06821,0.0914,0.1269,0.1493,0.1287,0.1379,0.124,0.1183,0.1306,0.1161,0.1148,0.1121,0.1046,0.1046,0.1168,0.1142,0.1153,0.14,0.1276,0.1216,0.1188,0.1312,0.2321,0.5548,0.4489,0.3026,0.1846,0.1183,0.1201,0.1038,0.09307,0.1277,0.137,0.1433,0.1703,0.1689,0.1655,0.3343,0.3899,0.4075,0.4271,0.4422,0.4666,0.5034,0.4924,0.4696,0.3906,0.3908,0.4397,0.8325,0.6759,0.4559,0.2854,0.1934,0.1346,0.173,0.1415,0.1251,0.1782,0.1971,0.2076,0.2447,0.2594,0.265,0.4539,0.5338,0.568,0.5928,0.613,0.6255,0.6249,0.6345,0.6315,0.6295,0.6341,0.6286,0.6374,0.6422,0.6451,0.6483,0.6647,0.679,0.6549,0.6511,0.6717,0.6871,0.6908,0.6804,0.6875,0.6909,0.6936,0.6956,0.6977,0.705,0.711,0.7142,0.7148,0.7096,0.7165,0.7189,0.708,0.7051,0.7076,0.7104,0.7183,0.7213,0.7401,0.7456,0.7641,0.7421,0.7415,0.7486,0.7343,0.7324,0.7316,0.5565,0.5753,0.5625,0.5561,0.5407,0.5111,1.133,0.9449,0.6557,0.4308,470.727,505.88,567.808,596.795,161.317,491.417,459.445,561.881,577.67,136.555,450.96,456.957,585.974,622.686,100.349,468.748,461.369,549.304,601.74,138.067,453.502,448.374,543.206,603.282,117.746,461.44,409.078,538.736,594.222,111.41,375.877,445.632,570.314,601.276,157.897,442.345,448.06,543.494,589.902,131.358
